HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common name	Female maturity (days)	Male maturity (days)	Gestation/Incubation (days)	Weaning (days)	Litter/Clutch size	Litters/Clutches per year	Inter-litter/Interbirth interval	Birth weight (g)	Weaning weight (g)	Adult weight (g)	Growth rate (1/days)	Maximum longevity (yrs)	Source	Specimen origin	Sample size	Data quality	IMR (per yr)	MRDT (yrs)	Metabolic rate (W)	Body mass (g)	Temperature (K)	References
03774	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	andersonii	Three spotted tilapia	1460	1460								2590.5		13	454	wild	medium	acceptable						454
03775	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	esculentus	Singida tilapia												10	454	wild	medium	acceptable						454
03776	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	mortimeri	Kariba tilapia												8	454	wild	medium	acceptable						454
03777	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	mossambicus	Mozambique mouth-breeder	171	293								621.5		11	454	wild	medium	acceptable						454
03778	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Oreochromis	niloticus	Nile tilapia										2400		9	454	wild	medium	acceptable						454
03779	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Pseudocrenilabrus	philander	Southern mouthbrooder												5	454	wild	medium	acceptable						454
03780	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Sargochromis	codringtonii	Green happy										1215.5		7	454	wild	medium	acceptable						454
03781	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Sargochromis	giardi	Pink happy	730	730								1595		7	454	wild	medium	acceptable						454
03782	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Serranochromis	angusticeps	Thinface cichlid										1375		9	454	wild	medium	acceptable						454
03783	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Serranochromis	carlottae	Rainbow happy										550		6	454	wild	medium	acceptable						454
03784	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Serranochromis	macrocephalus	Purpleface largemouth										825		6	454	wild	medium	acceptable						454
03785	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Tilapia	rendalli	Redbreast tilapia										1375		7	454	wild	medium	acceptable						454
03786	Animalia	Chordata	Teleostei	Perciformes	Cichlidae	Tilapia	zillii	Redbelly tilapia	492	492								165		7	454	wild	medium	acceptable						454
03787	Animalia	Chordata	Teleostei	Perciformes	Coryphaenidae	Coryphaena	equiselis	Pompano dolphin												4	454	wild	medium	acceptable						454
03788	Animalia	Chordata	Teleostei	Perciformes	Coryphaenidae	Coryphaena	hippurus	Common dolphinfish	197	197								22000		4	454	wild	medium	acceptable						454
03789	Animalia	Chordata	Teleostei	Perciformes	Elassomatidae	Elassoma	zonatum	Banded pygmy sunfish												3	454	wild	medium	acceptable						454
03790	Animalia	Chordata	Teleostei	Perciformes	Embiotocidae	Amphistichus	argenteus	Barred surfperch										1100		9	454	wild	medium	acceptable						454,520
03791	Animalia	Chordata	Teleostei	Perciformes	Embiotocidae	Cymatogaster	aggregata	Shiner perch												8	1	wild	medium	acceptable						1
03792	Animalia	Chordata	Teleostei	Perciformes	Embiotocidae	Embiotoca	jacksoni	Black perch										385		10	1	wild	medium	acceptable						1,454
03793	Animalia	Chordata	Teleostei	Perciformes	Embiotocidae	Hyperprosopon	ellipticum	Silver surfperch												7	1	wild	medium	acceptable						1
03794	Animalia	Chordata	Teleostei	Perciformes	Epigonidae	Epigonus	telescopus	Telescope cardinal												104	22	wild	medium	acceptable						22,454
03795	Animalia	Chordata	Teleostei	Perciformes	Gempylidae	Rexea	brevilineata	Short-lined escolar												15	454	wild	medium	acceptable						454
03796	Animalia	Chordata	Teleostei	Perciformes	Gempylidae	Rexea	solandri	Silver gemfish	1825	1460								8800		16	454	wild	medium	acceptable						454
03797	Animalia	Chordata	Teleostei	Perciformes	Gempylidae	Thyrsites	atun	Atun	1003	1003								3300		10	454	wild	medium	acceptable						454
03798	Animalia	Chordata	Teleostei	Perciformes	Gobiesocidae	Gastrocyathus	gracilis	New Zealand slender clingfish												4	454	wild	medium	acceptable						454
03799	Animalia	Chordata	Teleostei	Perciformes	Gobiesocidae	Gastroscyphus	hectoris	Hector's clingfish												4	454	wild	medium	acceptable						454
03800	Animalia	Chordata	Teleostei	Perciformes	Gobiesocidae	Haplocylix	littoreus	Giant clingfish												6	454	wild	medium	acceptable						454
03801	Animalia	Chordata	Teleostei	Perciformes	Gobiesocidae	Trachelochismus	melobesia	Striped clingfish												4	454	wild	medium	acceptable						454
03802	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Clevelandia	ios	Arrow goby												3	1	wild	medium	acceptable						1
03803	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Crystallogobius	linearis	Crystal goby	365	365										1	454	wild	medium	acceptable						454
03804	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Eucyclogobius	newberryi	Tidewater goby												1	454	wild	medium	acceptable						454
03805	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Eviota	sigillata	Pygmy goby	36	36			135							0.16	667	wild	medium	acceptable						667
03806	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Gobiosoma	robustum	Code goby												1	454	wild	medium	acceptable						454
03807	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Gobius	niger	Black goby	292	292										5	1	captivity	medium	acceptable						1,585
03808	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Gobius	paganellus	Rock goby	912	912										10	454	wild	medium	acceptable						454
03809	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Gobiusculus	flavescens	Twospotted goby												2	454	wild	medium	acceptable						454
03810	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Lebetus	scorpioides	Diminutive goby												2	454	wild	medium	acceptable						454
03811	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Lepidogobius	lepidus	Bay goby												7	454	wild	medium	acceptable						454
03812	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Lesueurigobius	friesii	Fries' goby	730	730										11	454	wild	medium	acceptable						454
03813	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Neogobius	melanostomus	Round goby	730	1277										4	454	wild	medium	acceptable						454
03814	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Pomatoschistus	lozanoi	Lozano's goby												2	454	wild	medium	acceptable						454
03815	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Pomatoschistus	marmoratus	Marbled goby												2	454	wild	medium	acceptable						454
03816	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Pomatoschistus	minutus	Freckled goby	365	365										3	454	wild	medium	acceptable						454
03817	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Pomatoschistus	pictus	Painted goby												2	454	wild	medium	acceptable						454
03818	Animalia	Chordata	Teleostei	Perciformes	Gobiidae	Thorogobius	ephippiatus	Leopard-spotted goby												9	454	wild	medium	acceptable						454
03819	Animalia	Chordata	Teleostei	Perciformes	Haemulidae	Haemulon	sciurus	Bluestriped grunt	730									412.5		12	1	wild	medium	acceptable						1,454
03820	Animalia	Chordata	Teleostei	Perciformes	Haemulidae	Orthopristis	chrysoptera	Pigfish										500		4	454	wild	medium	acceptable						454
03821	Animalia	Chordata	Teleostei	Perciformes	Harpagiferidae	Harpagifer	antarcticus	Antarctic spiny plunderfish												9	454	wild	medium	acceptable						454
03822	Animalia	Chordata	Teleostei	Perciformes	Istiophoridae	Istiophorus	platypterus	Atlantic sailfish										55110		13	454	wild	medium	acceptable						454
03823	Animalia	Chordata	Teleostei	Perciformes	Istiophoridae	Makaira	nigricans	Black spearfish										93500		28	454	wild	medium	acceptable						454
03824	Animalia	Chordata	Teleostei	Perciformes	Labridae	Centrolabrus	exoletus	Rock cook												6	454	wild	medium	acceptable						454
03825	Animalia	Chordata	Teleostei	Perciformes	Labridae	Ctenolabrus	rupestris	Goldsinny wrasse												8	454	wild	medium	acceptable						454
03826	Animalia	Chordata	Teleostei	Perciformes	Labridae	Labroides	dimidiatus	Cleaner fish												4	454	wild	medium	acceptable						454
03827	Animalia	Chordata	Teleostei	Perciformes	Labridae	Labrus	bergylta	Ballan wrasse	2737									2392.5		29	523	unknown	medium	acceptable						454,523
03828	Animalia	Chordata	Teleostei	Perciformes	Labridae	Labrus	merula	Brown wrasse												17	454	wild	medium	acceptable						454
03829	Animalia	Chordata	Teleostei	Perciformes	Labridae	Notolabrus	celidotus	Spotty												7	454	wild	medium	acceptable						454
03830	Animalia	Chordata	Teleostei	Perciformes	Labridae	Semicossyphus	pulcher	California sheephead												53	520	wild	medium	acceptable						520
03831	Animalia	Chordata	Teleostei	Perciformes	Labridae	Symphodus	melops	Corkwing wrasse	912	912										9	454	wild	medium	acceptable						454
03832	Animalia	Chordata	Teleostei	Perciformes	Labridae	Tautoga	onitis	Tautog										6215		34	454	wild	medium	acceptable						454
03833	Animalia	Chordata	Teleostei	Perciformes	Labridae	Tautogolabrus	adspersus	Cunner	365	365								550		6	454	wild	medium	acceptable						454
03834	Animalia	Chordata	Teleostei	Perciformes	Labridae	Thalassoma	bifasciatum	Bluehead												3	454	wild	medium	acceptable						454
03835	Animalia	Chordata	Teleostei	Perciformes	Latridae	Latridopsis	ciliaris	Bastard trumpeter	2007	2007										33	454	wild	medium	acceptable						454
03836	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	atkinsoni	Pacific yellowtail emperor												24	454	wild	medium	acceptable						454
03837	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	genivittatus	Lancer												7	454	wild	medium	acceptable						454
03838	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	harak	Blackspot emperor												15	454	wild	medium	acceptable						454
03839	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	lentjan	Pig-face bream		1277										19	454	wild	medium	acceptable						454
03840	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	mahsena	Sky emperor	1095	1095										27	454	wild	medium	acceptable						454,585
03841	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	miniatus	Lipper	912	912								5280		22	454	wild	medium	acceptable						454
03842	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	nebulosus	Blue emperor	2299	1898								4620		27	454	wild	medium	acceptable						454
03843	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	obsoletus	Orange-striped emperor												14	454	wild	medium	acceptable						454
03844	Animalia	Chordata	Teleostei	Perciformes	Lethrinidae	Lethrinus	variegatus	Slender emperor												15	454	wild	medium	acceptable						454
03845	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Aprion	virescens	Blue-gray snapper	1642									8470		21	454	wild	medium	acceptable						454
03846	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	adetii	Hussar												40	454	wild	medium	acceptable						454
03847	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	analis	Mutton snapper	2007									8580		29	454	wild	medium	acceptable						454
03848	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	argentimaculatus	Mangrove jack	1825	1460								4785		18	454	wild	medium	acceptable						454
03849	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	bohar	Red bass										6875		13	454	wild	medium	acceptable						454
03850	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	campechanus	Northern red snapper										12540		57	454	wild	medium	acceptable						454
03851	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	carponotatus	Spanish flag snapper	784											20	454	wild	medium	acceptable						454
03852	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	erythropterus	Crimson snapper												8	454	wild	medium	acceptable						454
03853	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	fulviflamma	Black spot snapper												23	454	wild	medium	acceptable						454
03854	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	gibbus	Humpback red snapper												18	454	wild	medium	acceptable						454
03855	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	lutjanus	Bigeye snapper												11	454	wild	medium	acceptable						454
03856	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	malabaricus	Malabar blood snapper										4350.5		31	454	wild	medium	acceptable						454
03857	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	peru	Pacific red snapper										3195.5		7.2	454	wild	medium	acceptable						454,520
03858	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	purpureus	Caribbean red snapper	2008	2008								5500		18	454	wild	medium	acceptable						454,585
03859	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	quinquelineatus	Blue-banded sea perch												31	454	wild	medium	acceptable						454
03860	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	sanguineus	Saddletailed sea perch	1003	1003								12650		13	454	wild	medium	acceptable						454
03861	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	sebae	Emperor snapper										17985		35	454	wild	medium	acceptable						454
03862	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	synagris	Lane snapper	730	365								1941.5		10	454	wild	medium	acceptable						454,585
03863	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Lutjanus	vitta	Blackstriped snapper												12	454	wild	medium	acceptable						454
03864	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Ocyurus	chrysurus	Yellowtail snapper	730									2238.5		14	523	unknown	medium	acceptable						454,523
03865	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Pristipomoides	filamentosus	Crimson jobfish										4484.7		18	454	wild	medium	acceptable						454
03866	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Pristipomoides	multidens	Goldbanded jobfish												30	454	wild	medium	acceptable						454
03867	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Pristipomoides	typus	Sharptooth jobfish										1210		11	454	wild	medium	acceptable						454
03868	Animalia	Chordata	Teleostei	Perciformes	Lutjanidae	Rhomboplites	aurorubens	Vermilion snapper	1095	1095								1743.5		10	454	wild	medium	acceptable						454,585
03869	Animalia	Chordata	Teleostei	Perciformes	Malacanthidae	Branchiostegus	japonicus	Red tilefish	912	912								687.5		12	454	wild	medium	acceptable						454
03870	Animalia	Chordata	Teleostei	Perciformes	Malacanthidae	Caulolatilus	microps	Blueline tilefish										3850		15	454	wild	medium	acceptable						454
03871	Animalia	Chordata	Teleostei	Perciformes	Malacanthidae	Caulolatilus	princeps	Ocean whitefish										3168		13	520	wild	medium	acceptable						454,520
03872	Animalia	Chordata	Teleostei	Perciformes	Malacanthidae	Lopholatilus	chamaeleonticeps	Blue tilefish	1825	1825								16500		35	454	wild	medium	acceptable						454
03873	Animalia	Chordata	Teleostei	Perciformes	Moronidae	Dicentrarchus	labrax	European seabass	1460	730								6600		15	454	wild	medium	acceptable						454,585
03874	Animalia	Chordata	Teleostei	Perciformes	Moronidae	Morone	americana	White perch										1210		7	520	wild	medium	acceptable						454,520
03875	Animalia	Chordata	Teleostei	Perciformes	Moronidae	Morone	chrysops	White bass	1095	730	2							1537.25		9	520	wild	medium	acceptable						442,454,520
03876	Animalia	Chordata	Teleostei	Perciformes	Moronidae	Morone	mississippiensis	Yellow bass										6050		6	454	wild	medium	acceptable						454
03877	Animalia	Chordata	Teleostei	Perciformes	Moronidae	Morone	saxatilis	Striped bass										31350		30	1	wild	medium	acceptable						1,454
03878	Animalia	Chordata	Teleostei	Perciformes	Mullidae	Mullus	surmuletus	Red mullet	730	730								550		10	454	wild	medium	acceptable						454,585
03879	Animalia	Chordata	Teleostei	Perciformes	Mullidae	Upeneus	moluccensis	Goldband goatfish												5	454	wild	medium	acceptable						454
03880	Animalia	Chordata	Teleostei	Perciformes	Nemipteridae	Nemipterus	japonicus	Japanese threadfin-bream	365									327.8		8	454	wild	medium	acceptable						454
03881	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae	Dissostichus	mawsoni	Antarctic toothfish										44000		31	454	wild	medium	acceptable						454
03882	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae	Lepidonotothen	squamifrons	Grey rockcod	2920											19	454	wild	medium	acceptable						454
03883	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae	Notothenia	rossii	Marbled rockcod										5500		16	454	wild	medium	acceptable						454
03884	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae	Pleuragramma	antarcticum	Antarctic silverfish										110		20	454	wild	medium	acceptable						454
03885	Animalia	Chordata	Teleostei	Perciformes	Nototheniidae	Trematomus	bernacchii	Emerald rockcod	2007	1277										10	454	wild	medium	acceptable						454
03886	Animalia	Chordata	Teleostei	Perciformes	Osphronemidae	Betta	splendens	Siamese fighting fish												2		unknown	medium	acceptable						454,524
03887	Animalia	Chordata	Teleostei	Perciformes	Percichthyidae	Maccullochella	peelii	Murray cod										62000		48	454	wild	medium	acceptable						454
03888	Animalia	Chordata	Teleostei	Perciformes	Percichthyidae	Macquaria	ambigua	Golden perch	1642	912								13200		20	454	wild	medium	acceptable						454
03889	Animalia	Chordata	Teleostei	Perciformes	Percichthyidae	Macquaria	novemaculeata	Australian bass												22	1	wild	medium	acceptable						1
03890	Animalia	Chordata	Teleostei	Perciformes	Percidae	Ammocrypta	clara	Western sand darter												3	454	wild	medium	acceptable						454
03891	Animalia	Chordata	Teleostei	Perciformes	Percidae	Crystallaria	asprella	Crystal darter												3	454	wild	medium	acceptable						454
03892	Animalia	Chordata	Teleostei	Perciformes	Percidae	Etheostoma	acuticeps	Sharphead darter												3	454	wild	medium	acceptable						454
